"ISSN","TITULO","AREA DE AVALIACAO","ESTRATO"
"1022-1301","ARCHIVOS LATINOAMERICANOS DE PRODUCCION ANIMAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2317-3882","ARGUMENTA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0103-9253","ARIUS: REVISTA DE CIENCIAS HUMANAS E ARTES (UFCG)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B5"
"1982-9930","ARQUITETURISMO (SAO PAULO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1809-6298","ARQUITEXTOS (SAO PAULO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0102-0935","ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1678-4162","ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1809-5267","ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"0004-282X","ARQUIVOS DE NEURO-PSIQUIATRIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1808-1657","ARQUIVOS DO INSTITUTO BIOLOGICO (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2175-0106","ARS VETERINARIA JABOTICABAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2014-3885","ARXIU D'ETNOGRAFIA DE CATALUNYA.","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0217-4561","ASIA PACIFIC JOURNAL OF MANAGEMENT","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"1355-5855","ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2221-1691","ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1011-2367","ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES (PRINT)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1976-5517","ASIAN-AUSTRALIANS JOURNAL OF ANIMAL SCIENCE","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0260-2938","ASSESSMENT AND EVALUATION IN HIGHER EDUCATION","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"1668-7515","ASTROLABIO (BUENOS AIRES)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1982-1956","ATELIE GEOGRAFICO (UFG)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1578-8946","ATHENEA DIGITAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1809-5720","ATITUDE (PORTO ALEGRE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0261-1929","ATLA. ALTERNATIVES TO LABORATORY ANIMALS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0197-4254","ATLANTIC ECONOMIC JOURNAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2165-3887","ATLANTIC MARKETING JOURNAL (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1809-0354","ATOS DE PESQUISA EM EDUCACAO (FURB)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"0892-8916","ATS NEWS (1986)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2283-8279","ATTACCAMENTO E SISTEMI COMPLESSI","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B5"
"2316-3852","AUGUSTO GUZZO REVISTA ACADEMICA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1518-9597","AUGUSTO GUZZO REVISTA ACADEMICA (SAO PAULO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0928-8910","AUTOMATED SOFTWARE ENGINEERING","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2175-3431","AVALIACAO PSICOLOGICA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1677-0471","AVALIACAO PSICOLOGICA (IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2175-3431","AVALIACAO PSICOLOGICA (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1982-5765","AVALIACAO: REVISTA DA AVALIACAO DA EDUCACAO SUPERIOR","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1414-4077","AVALIACAO: REVISTA DA AVALIACAO DA EDUCACAO SUPERIOR","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1519-7859","ACAO ERGONOMICA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B5"
"2238-0701","ACAO MIDIATICA - ESTUDOS EM COMUNICACAO, SOCIEDADE E CULTURA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2238-0701","ACAO MIDIATICA - ESTUDOS EM COMUNICACAO, SOCIEDADE E CULTURA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1807-7692","BAR. BRAZILIAN ADMINISTRATION REVIEW","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1984-8196","BASE  REVISTA DE ADMINISTRACAO E CONTABILIDADE DA UNISINOS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1984-8196","BASE (SAO LEOPOLDO. ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1807-054X","BASE (UNISINOS)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1984-8196","BASE - REVISTA DE ADMINISTRACAO E CONTABILIDADE DA UNISINOS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1984-8196","BASE - REVISTA DE ADMINISTRACAO E CONTABILIDADE DA UNISINOS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1808-2386","BBR. BRAZILIAN BUSINESS REVIEW","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1807-734X","BBR. BRAZILIAN BUSINESS REVIEW (EDICAO EM PORTUGUES. ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1808-2386","BBR. BRAZILIAN BUSINESS REVIEW (ENGLISH ED.)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1808-2386","BBR. BRAZILIAN BUSINESS REVIEW (ENGLISH EDITION. ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0166-4328","BEHAVIOURAL BRAIN RESEARCH","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2316-6614","BELAS INFIEIS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1463-5771","BENCHMARKING (BRADFORD)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"1806-4272","BEPA. BOLETIM EPIDEMIOLOGICO PAULISTA (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1516-8085","BIB. REVISTA BRASILEIRA DE INFORMACAO BIBLIOGRAFICA EM CIENCIAS SOCIAIS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1138-9796","BIBLIO 3W (BARCELONA)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1809-4775","BIBLIONLINE (JOAO PESSOA)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1562-4730","BIBLIOS (LIMA)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1984-4131","BIBLIOTECA DIGITAL REVISTA FORUM DE DIREITO TRIBUTARIO (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0102-4388","BIBLOS (RIO GRANDE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2117-4458","BIO WEB OF CONFERENCES","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1878-8181","BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"2236-9171","BIOENERGIA EM REVISTA: DIALOGOS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2312-0088","BIOLOGICAL AND CHEMICAL RESEARCH","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0961-9534","BIOMASS & BIOENERGY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"1475-925X","BIOMEDICAL ENGINEERING ONLINE (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0960-894X","BIOORGANIC & MEDICINAL CHEMISTRY LETTERS (PRINT)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0006-355X","BIORHEOLOGY (OXFORD)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1517-9664","BIOSAUDE (LONDRINA)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1981-3163","BIOSCIENCE JOURNAL (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1516-3725","BIOSCIENCE JOURNAL (UFU. IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1537-5110","BIOSYSTEMS ENGINEERING","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2179-5746","BIOTA AMAZONIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1676-0603","BIOTA NEOTROPICA (EDICAO EM PORTUGUES. ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1472-6920","BMC MEDICAL EDUCATION","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"1472-6955","BMC NURSING (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1471-2229","BMC PLANT BIOLOGY (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1471-2393","BMC PREGNANCY AND CHILDBIRTH (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2050-7283","BMC PSYCHOLOGY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1471-2458","BMC PUBLIC HEALTH (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1756-0500","BMC RESEARCH NOTES","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1414-9230","BNDES SETORIAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2236-3637","BOLETIM CAMPINEIRO DE GEOGRAFIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1983-9774","BOLETIM CENTRO DE PESQUISA E PROCESSAMENTO DE ALIMENTOS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2237-6208","BOLETIM DE ANALISE POLITICO-INSTITUCIONAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1981-5522","BOLETIM DE DIREITO ADMINISTRATIVO - BDA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2176-9915","BOLETIM DE ECONOMIA E POLITICA INTERNACIONAL (IPEA)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B5"
"0067-9615","BOLETIM DE INDUSTRIA ANIMAL (IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1981-4100","BOLETIM DE INDUSTRIA ANIMAL (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"0103-9121","BOLETIM DO MUSEU DE BIOLOGIA MELLO LEITAO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1981-3384","BOLETIM DO TEMPO PRESENTE","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1808-1320","BOLETIM ESTATISTICAS PUBLICAS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0101-7888","BOLETIM GAUCHO DE GEOGRAFIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1984-8501","BOLETIM GOIANO DE GEOGRAFIA (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2237-8006","BOLETIM GOVERNET DE ADMINISTRACAO PUBLICA E GESTAO MUNICIPAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2357-9145","BOLETIM HISTORIAR","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0067-964X","BOLETIM PARANAENSE DE GEOCIENCIAS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2177-1847","BOLETIM REGIONAL, URBANO E AMBIENTAL (IPEA)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2177-1847","BOLETIM REGIONAL, URBANO E AMBIENTAL - IPEA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0102-549X","BOLETIM TECNICO DO SENAC","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1676-5664","BOLETIM TECNICO-CIENTIFICO DO CEPNOR","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1134-993X","BOLETIN DE LA ASOCIACION INTERNACIONAL DE DERECHO COOPERATIVO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"0041-8633","BOLETIN MEXICANO DE DERECHO COMPARADO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"0006-8705","BRAGANTIA (SAO PAULO, SP. IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1935-861X","BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEARCH IN NEUROMODULATION","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2237-8529","BRANDTRENDS JOURNAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1808-1983","BRASIL EM NUMEROS (EDICAO EM INGLES. IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2245-4373","BRASILIANA : JOURNAL FOR BRAZILIAN STUDIES","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1806-4760","BRAZILIAN DENTAL JOURNAL (IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2179-2321","BRAZILIAN GEOGRAPHICAL JOURNAL: GEOSCIENCES AND HUMANITIES RESEARCH MEDIUM","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1678-4375","BRAZILIAN JOURNAL OF BIOLOGY (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"2359-6724","BRAZILIAN JOURNAL OF BIOSYSTEMS ENGINEERING","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1981-6723","BRAZILIAN JOURNAL OF FOOD TECHNOLOGY (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2317-4692","BRAZILIAN JOURNAL OF GEOLOGY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2317-4889","BRAZILIAN JOURNAL OF GEOLOGY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1981-1640","BRAZILIAN JOURNAL OF INFORMATION SCIENCE","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2237-8960","BRAZILIAN JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1679-8171","BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1677-3225","BRAZILIAN JOURNAL OF ORAL SCIENCES","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1982-0593","BRAZILIAN JOURNAL OF PETROLEUM AND GAS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0103-0752","BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2447-5580","BRAZILIAN JOURNAL OF PRODUCTION ENGINEERING","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2196-288X","BRAZILIAN JOURNAL OF SCIENCE AND TECHNOLOGY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"1678-4456","BRAZILIAN JOURNAL OF VETERINARY RESEARCH AND ANIMAL SCIENCE (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"2446-8509","BRAZILIAN KEYNESIAN REVIEW","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1981-3821","BRAZILIAN POLITICAL SCIENCE REVIEW","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1980-2447","BRAZILIAN REVIEW OF ECONOMETRICS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0007-070X","BRITISH FOOD JOURNAL (1966)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0007-1013","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY (PRINT)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"0007-1145","BRITISH JOURNAL OF NUTRITION","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0007-1234","BRITISH JOURNAL OF POLITICAL SCIENCE (PRINT)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"0007-1269","BRITISH JOURNAL OF PSYCHOLOGY (1953)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"1310-0351","BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"0007-4403","BULLETIN DE PSYCHOLOGIE","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0007-6503","BUSINESS & SOCIETY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"2151-6219","BUSINESS AND ECONOMICS JOURNAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2057-0201","BUSINESS AND HUMAN RIGHTS JOURNAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B5"
"2374-1414","BUSINESS CREATIVITY AND THE CREATIVE ECONOMY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"0962-8770","BUSINESS ETHICS (OXFORD. PRINT)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0007-6791","BUSINESS HISTORY","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A2"
"0007-6813","BUSINESS HORIZONS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"1463-7154","BUSINESS PROCESS MANAGEMENT JOURNAL","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","A1"
"0213-8093","C.I.R.I.E.C. ESPAÑA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"0103-4979","CADERNO CRH (UFBA. IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"1516-1803","CADERNO DE ADMINISTRACAO (UEM)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"0104-9380","CADERNO DE CRIACAO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2316-5952","CADERNO DE ESTUDOS E PESQUISA DO TURISMO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2316-5952","CADERNO DE ESTUDOS E PESQUISAS DO TURISMO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2316-5952","CADERNO DE ESTUDOS E PESQUISAS DO TURISMO","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2318-2962","CADERNO DE GEOGRAFIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"0103-8427","CADERNO DE GEOGRAFIA (PUCMG. IMPRESSO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B2"
"2177-8736","CADERNO DE PESQUISAS EM ADMINISTRACAO (USP) (CESSOU EM 2005. CONT. ISSN 1809-2276 REGE. REVISTA DE GESTAO USP)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B1"
"2318-6933","CADERNO ELETRONICO DE CIENCIAS SOCIAIS","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"1981-3082","CADERNO ESPACO FEMININO (ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"1983-0882","CADERNO PEDAGOGICO (LAJEADO. ONLINE)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
"2237-5422","CADERNO PROFISSIONAL DE ADMINISTRACAO (CPA) - UNIMEP","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2237-5422","CADERNO PROFISSIONAL DE ADMINISTRACAO - CPA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2237-5422","CADERNO PROFISSIONAL DE ADMINISTRACAO DA UNIMEP","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2317-6466","CADERNO PROFISSIONAL DE MARKETING","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B3"
"2176-5774","CADERNO PRUDENTINO DE GEOGRAFIA","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B5"
"1981-3759","CADERNO VIRTUAL (INSTITUTO BRASILIENSE DE DIREITO PUBLICO)","ADMINISTRACAO PUBLICA E DE EMPRESAS, CIENCIAS CONTABEIS E TURISMO","B4"
